T [K]	50.000000
17.00	0.0007605093
18.00	0.0137650207
18.96	0.0037488093
19.97	0.0140093964
20.95	0.0048457505
21.96	0.0103699866
22.97	-0.0004507152
23.98	-0.0083538325
24.96	0.0011754500
25.95	0.0009040310
26.95	0.0004955905
27.94	0.0086707163
28.93	-0.0038166274
29.90	0.0060526043
30.98	0.0054063258
31.98	0.0124840998
32.98	-0.0118168880
33.98	0.0076148497
34.98	0.0069695331
35.99	-0.0088785560
36.99	-0.0064161893
38.01	0.0033093515
39.01	0.0010889644
40.01	-0.0040638862
41.01	0.0105777357
42.01	-0.0018146169
43.01	-0.0000062937
44.02	-0.0014810737
45.02	-0.0041444160
46.02	-0.0055436021
47.02	0.0005724337
48.02	0.0022199475
49.02	0.0031438458
50.02	-0.0041594059
51.02	0.0171424867
52.02	0.0057011856
53.03	-0.0119890557
54.03	0.0087361212
55.02	-0.0060560679
56.03	-0.0235146966
57.03	-0.0036273230
57.97	-0.0129408086
58.96	-0.0198623635
59.96	-0.0276652987
60.96	-0.0205926320
61.96	-0.0096734644
62.96	-0.0318871443
63.95	-0.0161677873
64.94	-0.0282927303
65.94	-0.0114235991
66.94	-0.0227498826
67.94	-0.0153740918
68.94	-0.0165976990
69.94	-0.0097789962
70.92	-0.0060657239
71.92	-0.0098982555
72.92	-0.0050064576
73.92	-0.0000309022
74.92	-0.0044494339
75.91	-0.0028219691
76.92	-0.0004424767
77.92	-0.0053731318
78.91	0.0034316408
79.90	-0.0029047424
80.91	-0.0035801613
81.91	-0.0067608901
82.91	0.0105754421
83.90	0.0027003370
84.90	0.0061422280
85.90	0.0021770347
86.91	-0.0032338372
87.91	-0.0035762044
88.90	-0.0039235900
89.91	-0.0118456033
90.90	0.0012740048
91.90	-0.0039346972
92.90	0.0004094837
93.90	-0.0029833217
94.90	-0.0114100407
95.90	-0.0070062235
96.91	-0.0007839624
97.90	0.0024443053
98.91	0.0004631828
99.90	0.0014177903
100.91	-0.0033880924
101.91	0.0021402618
102.90	-0.0040634765
103.90	-0.0074022964
104.90	-0.0003792539
105.90	-0.0063349020
106.91	-0.0045404108
107.90	0.0031155495
108.91	-0.0090735574
109.90	-0.0063949963
110.90	-0.0047527427
111.90	-0.0061639911
112.91	-0.0078009701
113.91	-0.0094913163
114.90	0.0018078364
115.90	-0.0045123268
116.90	-0.0125923661
117.91	-0.0041602087
118.91	-0.0043770287
119.91	-0.0076791669
120.90	-0.0134833784
121.91	-0.0098187010
122.91	-0.0166807452
123.90	-0.0210824263
124.90	-0.0206182349
125.90	-0.0143828224
126.90	-0.0216504491
127.90	-0.0236562126
128.90	-0.0247748843
129.91	-0.0268651087
130.90	-0.0297725260
131.90	-0.0308924776
132.90	-0.0307264423
133.91	-0.0370870123
134.90	-0.0382453175
135.90	-0.0366672042
136.90	-0.0360082296
137.90	-0.0388344354
138.91	-0.0388874085
139.90	-0.0412773988
140.90	-0.0398977940
141.91	-0.0368644977
142.90	-0.0372021413
143.90	-0.0414671671
144.90	-0.0445606799
145.91	-0.0436517845
146.91	-0.0458706962
147.90	-0.0437690440
148.90	-0.0455978003
149.90	-0.0385434773
150.90	-0.0402898575
151.90	-0.0374855875
152.90	-0.0383539432
153.91	-0.0371013955
154.90	-0.0357373874
155.90	0.0054188544
156.90	-0.0490897891
157.90	-0.0257253620
158.90	-0.0277505947
159.90	-0.0208402126
160.90	-0.0231726296
161.90	-0.0194155131
162.91	-0.0178114004
163.90	-0.0187302731
164.90	-0.0153352748
165.91	-0.0116254632
166.91	-0.0137977937
167.90	-0.0094509981
168.90	-0.0093850248
169.90	-0.0102545383
170.90	-0.0141194655
171.90	-0.0127109020
172.90	-0.0114989893
173.91	-0.0088869061
174.90	-0.0087315739
175.90	-0.0128504691
176.90	-0.0118028903
177.91	-0.0055579550
178.90	-0.0021965272
179.90	-0.0127975978
180.91	-0.0061600422
181.90	-0.0097516760
182.90	-0.0117048488
183.90	-0.0059825408
184.90	-0.0048271690
185.91	-0.0082939304
186.90	-0.0057118042
187.90	-0.0068141785
188.90	-0.0034248004
189.90	-0.0083243711
